FID	IID	TraitID	TraitName	Pop	PGS	Population	SuperPop
HG03469	HG03469	ieu-b-4813	Height	AFR	-748.554	MSL	AFR
HG03470	HG03470	ieu-b-4813	Height	AFR	61.7558	MSL	AFR
HG03472	HG03472	ieu-b-4813	Height	AFR	-361.968	MSL	AFR
HG03473	HG03473	ieu-b-4813	Height	AFR	233.976	MSL	AFR
HG03476	HG03476	ieu-b-4813	Height	AFR	-269.646	MSL	AFR
HG03478	HG03478	ieu-b-4813	Height	AFR	-1207.79	MSL	AFR
HG03479	HG03479	ieu-b-4813	Height	AFR	-193.387	MSL	AFR
HG03484	HG03484	ieu-b-4813	Height	AFR	-444.713	MSL	AFR
HG03485	HG03485	ieu-b-4813	Height	AFR	115.676	MSL	AFR
HG03499	HG03499	ieu-b-4813	Height	AFR	-471.153	ESN	AFR
HG03511	HG03511	ieu-b-4813	Height	AFR	387.829	ESN	AFR
HG03514	HG03514	ieu-b-4813	Height	AFR	157.263	ESN	AFR
HG03515	HG03515	ieu-b-4813	Height	AFR	-334.565	ESN	AFR
HG03517	HG03517	ieu-b-4813	Height	AFR	173.393	ESN	AFR
HG03518	HG03518	ieu-b-4813	Height	AFR	218.836	ESN	AFR
HG03520	HG03520	ieu-b-4813	Height	AFR	-191.98	ESN	AFR
HG03521	HG03521	ieu-b-4813	Height	AFR	-2.14592	ESN	AFR
HG03538	HG03538	ieu-b-4813	Height	AFR	-353.978	GWD	AFR
HG03539	HG03539	ieu-b-4813	Height	AFR	14.009	GWD	AFR
HG03547	HG03547	ieu-b-4813	Height	AFR	-427.91	MSL	AFR
HG03548	HG03548	ieu-b-4813	Height	AFR	474.95	MSL	AFR
HG03556	HG03556	ieu-b-4813	Height	AFR	46.5463	MSL	AFR
HG03557	HG03557	ieu-b-4813	Height	AFR	-511.009	MSL	AFR
HG03558	HG03558	ieu-b-4813	Height	AFR	-424.957	MSL	AFR
HG03559	HG03559	ieu-b-4813	Height	AFR	-942.9	MSL	AFR
HG03563	HG03563	ieu-b-4813	Height	AFR	-36.8605	MSL	AFR
HG03565	HG03565	ieu-b-4813	Height	AFR	31.8078	MSL	AFR
HG03567	HG03567	ieu-b-4813	Height	AFR	-642.206	MSL	AFR
HG03571	HG03571	ieu-b-4813	Height	AFR	-13.7986	MSL	AFR
HG03572	HG03572	ieu-b-4813	Height	AFR	-210.935	MSL	AFR
HG03575	HG03575	ieu-b-4813	Height	AFR	235.672	MSL	AFR
HG03577	HG03577	ieu-b-4813	Height	AFR	-747.936	MSL	AFR
HG03578	HG03578	ieu-b-4813	Height	AFR	-647.405	MSL	AFR
HG03583	HG03583	ieu-b-4813	Height	AFR	400.439	MSL	AFR
NA18486	NA18486	ieu-b-4813	Height	AFR	252.339	YRI	AFR
NA18488	NA18488	ieu-b-4813	Height	AFR	155.825	YRI	AFR
NA18489	NA18489	ieu-b-4813	Height	AFR	436.444	YRI	AFR
NA18498	NA18498	ieu-b-4813	Height	AFR	263.673	YRI	AFR
NA18499	NA18499	ieu-b-4813	Height	AFR	33.5393	YRI	AFR
NA18501	NA18501	ieu-b-4813	Height	AFR	644.865	YRI	AFR
NA18502	NA18502	ieu-b-4813	Height	AFR	-159.271	YRI	AFR
NA18504	NA18504	ieu-b-4813	Height	AFR	814.561	YRI	AFR
NA18505	NA18505	ieu-b-4813	Height	AFR	207.733	YRI	AFR
NA18507	NA18507	ieu-b-4813	Height	AFR	-655.741	YRI	AFR
NA18508	NA18508	ieu-b-4813	Height	AFR	-658.134	YRI	AFR
NA18510	NA18510	ieu-b-4813	Height	AFR	320.487	YRI	AFR
NA18511	NA18511	ieu-b-4813	Height	AFR	178.075	YRI	AFR
NA18516	NA18516	ieu-b-4813	Height	AFR	336.847	YRI	AFR
NA18517	NA18517	ieu-b-4813	Height	AFR	477.968	YRI	AFR
NA18519	NA18519	ieu-b-4813	Height	AFR	301.354	YRI	AFR
NA18520	NA18520	ieu-b-4813	Height	AFR	-244.716	YRI	AFR
NA18522	NA18522	ieu-b-4813	Height	AFR	-56.3749	YRI	AFR
NA18523	NA18523	ieu-b-4813	Height	AFR	400.191	YRI	AFR
NA18853	NA18853	ieu-b-4813	Height	AFR	385.008	YRI	AFR
NA18856	NA18856	ieu-b-4813	Height	AFR	-776.982	YRI	AFR
NA18858	NA18858	ieu-b-4813	Height	AFR	340.251	YRI	AFR
NA18861	NA18861	ieu-b-4813	Height	AFR	689.117	YRI	AFR
NA18864	NA18864	ieu-b-4813	Height	AFR	-168.258	YRI	AFR
NA18865	NA18865	ieu-b-4813	Height	AFR	176.658	YRI	AFR
NA18867	NA18867	ieu-b-4813	Height	AFR	88.6133	YRI	AFR
NA18868	NA18868	ieu-b-4813	Height	AFR	-922.114	YRI	AFR
NA18870	NA18870	ieu-b-4813	Height	AFR	-732.823	YRI	AFR
NA18871	NA18871	ieu-b-4813	Height	AFR	738.646	YRI	AFR
NA18873	NA18873	ieu-b-4813	Height	AFR	543.545	YRI	AFR
NA18874	NA18874	ieu-b-4813	Height	AFR	227.773	YRI	AFR
NA18876	NA18876	ieu-b-4813	Height	AFR	-842.223	YRI	AFR
NA18877	NA18877	ieu-b-4813	Height	AFR	-28.4434	YRI	AFR
NA18878	NA18878	ieu-b-4813	Height	AFR	177.777	YRI	AFR
NA18879	NA18879	ieu-b-4813	Height	AFR	269.442	YRI	AFR
NA18881	NA18881	ieu-b-4813	Height	AFR	-338.42	YRI	AFR
NA18907	NA18907	ieu-b-4813	Height	AFR	-972.877	YRI	AFR
NA18908	NA18908	ieu-b-4813	Height	AFR	562.856	YRI	AFR
NA18909	NA18909	ieu-b-4813	Height	AFR	-321.146	YRI	AFR
NA18910	NA18910	ieu-b-4813	Height	AFR	410.593	YRI	AFR
NA18912	NA18912	ieu-b-4813	Height	AFR	-552.67	YRI	AFR
NA18915	NA18915	ieu-b-4813	Height	AFR	-1467.28	YRI	AFR
NA18916	NA18916	ieu-b-4813	Height	AFR	-396.334	YRI	AFR
NA18917	NA18917	ieu-b-4813	Height	AFR	844.827	YRI	AFR
NA18923	NA18923	ieu-b-4813	Height	AFR	-36.1749	YRI	AFR
NA18924	NA18924	ieu-b-4813	Height	AFR	242.43	YRI	AFR
NA18933	NA18933	ieu-b-4813	Height	AFR	-811.648	YRI	AFR
NA18934	NA18934	ieu-b-4813	Height	AFR	-162.486	YRI	AFR
NA19017	NA19017	ieu-b-4813	Height	AFR	575.337	LWK	AFR
NA19019	NA19019	ieu-b-4813	Height	AFR	-408.61	LWK	AFR
NA19020	NA19020	ieu-b-4813	Height	AFR	-469.32	LWK	AFR
NA19023	NA19023	ieu-b-4813	Height	AFR	466.795	LWK	AFR
NA19024	NA19024	ieu-b-4813	Height	AFR	-36.4103	LWK	AFR
NA19025	NA19025	ieu-b-4813	Height	AFR	661.743	LWK	AFR
NA19026	NA19026	ieu-b-4813	Height	AFR	501.849	LWK	AFR
NA19027	NA19027	ieu-b-4813	Height	AFR	-605.003	LWK	AFR
NA19028	NA19028	ieu-b-4813	Height	AFR	-585.098	LWK	AFR
NA19030	NA19030	ieu-b-4813	Height	AFR	1087.59	LWK	AFR
NA19031	NA19031	ieu-b-4813	Height	AFR	-104.139	LWK	AFR
NA19035	NA19035	ieu-b-4813	Height	AFR	394.129	LWK	AFR
NA19036	NA19036	ieu-b-4813	Height	AFR	-1119.16	LWK	AFR
NA19037	NA19037	ieu-b-4813	Height	AFR	433.654	LWK	AFR
NA19038	NA19038	ieu-b-4813	Height	AFR	-440.522	LWK	AFR
NA19041	NA19041	ieu-b-4813	Height	AFR	43.7976	LWK	AFR
NA19042	NA19042	ieu-b-4813	Height	AFR	-617.391	LWK	AFR
NA19043	NA19043	ieu-b-4813	Height	AFR	95.2267	LWK	AFR
NA19092	NA19092	ieu-b-4813	Height	AFR	666.445	YRI	AFR
NA19093	NA19093	ieu-b-4813	Height	AFR	145.481	YRI	AFR
NA19095	NA19095	ieu-b-4813	Height	AFR	-642.996	YRI	AFR
NA19096	NA19096	ieu-b-4813	Height	AFR	-12.4549	YRI	AFR
NA19098	NA19098	ieu-b-4813	Height	AFR	-1006.65	YRI	AFR
NA19099	NA19099	ieu-b-4813	Height	AFR	1111.39	YRI	AFR
NA19102	NA19102	ieu-b-4813	Height	AFR	708.304	YRI	AFR
NA19107	NA19107	ieu-b-4813	Height	AFR	-443.023	YRI	AFR
NA19108	NA19108	ieu-b-4813	Height	AFR	182.286	YRI	AFR
NA19113	NA19113	ieu-b-4813	Height	AFR	-551.382	YRI	AFR
NA19114	NA19114	ieu-b-4813	Height	AFR	157.749	YRI	AFR
NA19116	NA19116	ieu-b-4813	Height	AFR	-391.248	YRI	AFR
NA19117	NA19117	ieu-b-4813	Height	AFR	350.164	YRI	AFR
NA19118	NA19118	ieu-b-4813	Height	AFR	-370.09	YRI	AFR
NA19119	NA19119	ieu-b-4813	Height	AFR	152.411	YRI	AFR
NA19121	NA19121	ieu-b-4813	Height	AFR	-825.922	YRI	AFR
NA19129	NA19129	ieu-b-4813	Height	AFR	142.411	YRI	AFR
NA19130	NA19130	ieu-b-4813	Height	AFR	48.5201	YRI	AFR
NA19131	NA19131	ieu-b-4813	Height	AFR	475.72	YRI	AFR
NA19137	NA19137	ieu-b-4813	Height	AFR	757.69	YRI	AFR
NA19138	NA19138	ieu-b-4813	Height	AFR	1246.83	YRI	AFR
NA19141	NA19141	ieu-b-4813	Height	AFR	-433.417	YRI	AFR
NA19143	NA19143	ieu-b-4813	Height	AFR	-445.452	YRI	AFR
NA19144	NA19144	ieu-b-4813	Height	AFR	-171.861	YRI	AFR
NA19146	NA19146	ieu-b-4813	Height	AFR	194.691	YRI	AFR
NA19147	NA19147	ieu-b-4813	Height	AFR	-482.843	YRI	AFR
NA19149	NA19149	ieu-b-4813	Height	AFR	-172.679	YRI	AFR
NA19152	NA19152	ieu-b-4813	Height	AFR	384.323	YRI	AFR
NA19153	NA19153	ieu-b-4813	Height	AFR	357.696	YRI	AFR
NA19159	NA19159	ieu-b-4813	Height	AFR	-133.022	YRI	AFR
NA19160	NA19160	ieu-b-4813	Height	AFR	-55.7838	YRI	AFR
NA19171	NA19171	ieu-b-4813	Height	AFR	214.537	YRI	AFR
NA19172	NA19172	ieu-b-4813	Height	AFR	-1699.27	YRI	AFR
NA19175	NA19175	ieu-b-4813	Height	AFR	-768.601	YRI	AFR
NA19184	NA19184	ieu-b-4813	Height	AFR	326.301	YRI	AFR
NA19185	NA19185	ieu-b-4813	Height	AFR	-381.604	YRI	AFR
NA19189	NA19189	ieu-b-4813	Height	AFR	380.794	YRI	AFR
NA19190	NA19190	ieu-b-4813	Height	AFR	191.001	YRI	AFR
NA19197	NA19197	ieu-b-4813	Height	AFR	427.641	YRI	AFR
NA19198	NA19198	ieu-b-4813	Height	AFR	106.776	YRI	AFR
NA19200	NA19200	ieu-b-4813	Height	AFR	869.458	YRI	AFR
NA19201	NA19201	ieu-b-4813	Height	AFR	1170.43	YRI	AFR
NA19204	NA19204	ieu-b-4813	Height	AFR	153.244	YRI	AFR
NA19206	NA19206	ieu-b-4813	Height	AFR	-1022.5	YRI	AFR
NA19207	NA19207	ieu-b-4813	Height	AFR	553.136	YRI	AFR
NA19209	NA19209	ieu-b-4813	Height	AFR	-339.685	YRI	AFR
NA19210	NA19210	ieu-b-4813	Height	AFR	-29.2208	YRI	AFR
NA19213	NA19213	ieu-b-4813	Height	AFR	26.0684	YRI	AFR
NA19214	NA19214	ieu-b-4813	Height	AFR	-228.914	YRI	AFR
NA19222	NA19222	ieu-b-4813	Height	AFR	140.627	YRI	AFR
NA19223	NA19223	ieu-b-4813	Height	AFR	-314.793	YRI	AFR
NA19225	NA19225	ieu-b-4813	Height	AFR	140.896	YRI	AFR
NA19235	NA19235	ieu-b-4813	Height	AFR	-447.944	YRI	AFR
NA19236	NA19236	ieu-b-4813	Height	AFR	675.428	YRI	AFR
NA19238	NA19238	ieu-b-4813	Height	AFR	593.033	YRI	AFR
NA19239	NA19239	ieu-b-4813	Height	AFR	-148.364	YRI	AFR
NA19247	NA19247	ieu-b-4813	Height	AFR	385.271	YRI	AFR
NA19248	NA19248	ieu-b-4813	Height	AFR	-171.65	YRI	AFR
NA19256	NA19256	ieu-b-4813	Height	AFR	-62.8088	YRI	AFR
NA19257	NA19257	ieu-b-4813	Height	AFR	-463.411	YRI	AFR
NA19307	NA19307	ieu-b-4813	Height	AFR	-88.6061	LWK	AFR
NA19308	NA19308	ieu-b-4813	Height	AFR	196.692	LWK	AFR
NA19309	NA19309	ieu-b-4813	Height	AFR	54.1675	LWK	AFR
NA19310	NA19310	ieu-b-4813	Height	AFR	-191.898	LWK	AFR
NA19312	NA19312	ieu-b-4813	Height	AFR	-26.0399	LWK	AFR
NA19314	NA19314	ieu-b-4813	Height	AFR	-283.437	LWK	AFR
NA19315	NA19315	ieu-b-4813	Height	AFR	-171.538	LWK	AFR
NA19316	NA19316	ieu-b-4813	Height	AFR	-330.504	LWK	AFR
NA19317	NA19317	ieu-b-4813	Height	AFR	184.433	LWK	AFR
NA19318	NA19318	ieu-b-4813	Height	AFR	288.295	LWK	AFR
NA19319	NA19319	ieu-b-4813	Height	AFR	410.084	LWK	AFR
NA19320	NA19320	ieu-b-4813	Height	AFR	233.403	LWK	AFR
NA19321	NA19321	ieu-b-4813	Height	AFR	-589.81	LWK	AFR
NA19323	NA19323	ieu-b-4813	Height	AFR	-724.963	LWK	AFR
NA19324	NA19324	ieu-b-4813	Height	AFR	-900.558	LWK	AFR
NA19327	NA19327	ieu-b-4813	Height	AFR	-453.976	LWK	AFR
NA19328	NA19328	ieu-b-4813	Height	AFR	-552.557	LWK	AFR
NA19331	NA19331	ieu-b-4813	Height	AFR	-419.35	LWK	AFR
NA19332	NA19332	ieu-b-4813	Height	AFR	458.244	LWK	AFR
NA19334	NA19334	ieu-b-4813	Height	AFR	244.986	LWK	AFR
NA19338	NA19338	ieu-b-4813	Height	AFR	-165.134	LWK	AFR
NA19346	NA19346	ieu-b-4813	Height	AFR	826.983	LWK	AFR
NA19347	NA19347	ieu-b-4813	Height	AFR	-288.668	LWK	AFR
NA19350	NA19350	ieu-b-4813	Height	AFR	81.7248	LWK	AFR
NA19351	NA19351	ieu-b-4813	Height	AFR	706.735	LWK	AFR
NA19355	NA19355	ieu-b-4813	Height	AFR	99.7542	LWK	AFR
NA19360	NA19360	ieu-b-4813	Height	AFR	-140.273	LWK	AFR
NA19372	NA19372	ieu-b-4813	Height	AFR	-1078.61	LWK	AFR
NA19374	NA19374	ieu-b-4813	Height	AFR	466.426	LWK	AFR
NA19375	NA19375	ieu-b-4813	Height	AFR	-993.151	LWK	AFR
NA19376	NA19376	ieu-b-4813	Height	AFR	287.24	LWK	AFR
NA19377	NA19377	ieu-b-4813	Height	AFR	-288.618	LWK	AFR
NA19378	NA19378	ieu-b-4813	Height	AFR	-216.609	LWK	AFR
NA19379	NA19379	ieu-b-4813	Height	AFR	-56.7882	LWK	AFR
NA19380	NA19380	ieu-b-4813	Height	AFR	-438.243	LWK	AFR
NA19383	NA19383	ieu-b-4813	Height	AFR	126.296	LWK	AFR
NA19384	NA19384	ieu-b-4813	Height	AFR	1148.46	LWK	AFR
NA19385	NA19385	ieu-b-4813	Height	AFR	276.076	LWK	AFR
NA19390	NA19390	ieu-b-4813	Height	AFR	499.943	LWK	AFR
NA19391	NA19391	ieu-b-4813	Height	AFR	-286.384	LWK	AFR
NA19393	NA19393	ieu-b-4813	Height	AFR	286.631	LWK	AFR
NA19394	NA19394	ieu-b-4813	Height	AFR	404.681	LWK	AFR
NA19395	NA19395	ieu-b-4813	Height	AFR	947.686	LWK	AFR
NA19397	NA19397	ieu-b-4813	Height	AFR	-740.772	LWK	AFR
NA19399	NA19399	ieu-b-4813	Height	AFR	-11.5959	LWK	AFR
NA19401	NA19401	ieu-b-4813	Height	AFR	-28.9986	LWK	AFR
NA19403	NA19403	ieu-b-4813	Height	AFR	-774.064	LWK	AFR
NA19404	NA19404	ieu-b-4813	Height	AFR	411.817	LWK	AFR
NA19428	NA19428	ieu-b-4813	Height	AFR	-413.802	LWK	AFR
NA19429	NA19429	ieu-b-4813	Height	AFR	69.3297	LWK	AFR
NA19430	NA19430	ieu-b-4813	Height	AFR	-251.795	LWK	AFR
NA19431	NA19431	ieu-b-4813	Height	AFR	715.98	LWK	AFR
NA19434	NA19434	ieu-b-4813	Height	AFR	-455.396	LWK	AFR
NA19435	NA19435	ieu-b-4813	Height	AFR	173.534	LWK	AFR
NA19436	NA19436	ieu-b-4813	Height	AFR	-254.025	LWK	AFR
NA19437	NA19437	ieu-b-4813	Height	AFR	-339.618	LWK	AFR
NA19438	NA19438	ieu-b-4813	Height	AFR	116.778	LWK	AFR
NA19439	NA19439	ieu-b-4813	Height	AFR	705.137	LWK	AFR
NA19440	NA19440	ieu-b-4813	Height	AFR	564.235	LWK	AFR
NA19443	NA19443	ieu-b-4813	Height	AFR	-326.415	LWK	AFR
NA19445	NA19445	ieu-b-4813	Height	AFR	223.303	LWK	AFR
NA19446	NA19446	ieu-b-4813	Height	AFR	90.9304	LWK	AFR
NA19448	NA19448	ieu-b-4813	Height	AFR	105.211	LWK	AFR
NA19449	NA19449	ieu-b-4813	Height	AFR	-70.051	LWK	AFR
NA19451	NA19451	ieu-b-4813	Height	AFR	-136.81	LWK	AFR
NA19452	NA19452	ieu-b-4813	Height	AFR	603.912	LWK	AFR
NA19454	NA19454	ieu-b-4813	Height	AFR	-378.339	LWK	AFR
NA19455	NA19455	ieu-b-4813	Height	AFR	-450.901	LWK	AFR
NA19456	NA19456	ieu-b-4813	Height	AFR	100.142	LWK	AFR
NA19457	NA19457	ieu-b-4813	Height	AFR	154.262	LWK	AFR
NA19461	NA19461	ieu-b-4813	Height	AFR	96.0409	LWK	AFR
NA19462	NA19462	ieu-b-4813	Height	AFR	8.2336	LWK	AFR
NA19463	NA19463	ieu-b-4813	Height	AFR	61.4712	LWK	AFR
NA19466	NA19466	ieu-b-4813	Height	AFR	732.836	LWK	AFR
NA19467	NA19467	ieu-b-4813	Height	AFR	-1639.98	LWK	AFR
NA19468	NA19468	ieu-b-4813	Height	AFR	427.891	LWK	AFR
NA19471	NA19471	ieu-b-4813	Height	AFR	-446.727	LWK	AFR
NA19472	NA19472	ieu-b-4813	Height	AFR	-520.826	LWK	AFR
NA19473	NA19473	ieu-b-4813	Height	AFR	694.287	LWK	AFR
NA19474	NA19474	ieu-b-4813	Height	AFR	-395.082	LWK	AFR
NA19475	NA19475	ieu-b-4813	Height	AFR	-457.982	LWK	AFR
NA19625	NA19625	ieu-b-4813	Height	AFR	348.094	ASW	AFR
NA19700	NA19700	ieu-b-4813	Height	AFR	-748.027	ASW	AFR
NA19701	NA19701	ieu-b-4813	Height	AFR	-138.682	ASW	AFR
NA19703	NA19703	ieu-b-4813	Height	AFR	-892.324	ASW	AFR
NA19704	NA19704	ieu-b-4813	Height	AFR	386.237	ASW	AFR
NA19707	NA19707	ieu-b-4813	Height	AFR	-1474.94	ASW	AFR
NA19711	NA19711	ieu-b-4813	Height	AFR	-667.216	ASW	AFR
NA19712	NA19712	ieu-b-4813	Height	AFR	-123.797	ASW	AFR
NA19713	NA19713	ieu-b-4813	Height	AFR	-1389.87	ASW	AFR
NA19818	NA19818	ieu-b-4813	Height	AFR	-775.412	ASW	AFR
NA19819	NA19819	ieu-b-4813	Height	AFR	-564.086	ASW	AFR
NA19834	NA19834	ieu-b-4813	Height	AFR	28.1034	ASW	AFR
NA19835	NA19835	ieu-b-4813	Height	AFR	-607.802	ASW	AFR
NA19900	NA19900	ieu-b-4813	Height	AFR	-383.82	ASW	AFR
NA19901	NA19901	ieu-b-4813	Height	AFR	-1056.72	ASW	AFR
NA19904	NA19904	ieu-b-4813	Height	AFR	776.168	ASW	AFR
NA19908	NA19908	ieu-b-4813	Height	AFR	-456.733	ASW	AFR
NA19909	NA19909	ieu-b-4813	Height	AFR	-429.909	ASW	AFR
NA19913	NA19913	ieu-b-4813	Height	AFR	-510.633	ASW	AFR
NA19914	NA19914	ieu-b-4813	Height	AFR	1424.01	ASW	AFR
NA19916	NA19916	ieu-b-4813	Height	AFR	-763.492	ASW	AFR
NA19917	NA19917	ieu-b-4813	Height	AFR	-723.241	ASW	AFR
NA19920	NA19920	ieu-b-4813	Height	AFR	-23.7174	ASW	AFR
NA19921	NA19921	ieu-b-4813	Height	AFR	535.112	ASW	AFR
NA19922	NA19922	ieu-b-4813	Height	AFR	-1069.27	ASW	AFR
NA19923	NA19923	ieu-b-4813	Height	AFR	-568.754	ASW	AFR
NA19982	NA19982	ieu-b-4813	Height	AFR	-171.505	ASW	AFR
NA19984	NA19984	ieu-b-4813	Height	AFR	637.397	ASW	AFR
NA20126	NA20126	ieu-b-4813	Height	AFR	-543.307	ASW	AFR
NA20127	NA20127	ieu-b-4813	Height	AFR	-286.268	ASW	AFR
NA20274	NA20274	ieu-b-4813	Height	AFR	-83.0832	ASW	AFR
NA20276	NA20276	ieu-b-4813	Height	AFR	591.967	ASW	AFR
NA20278	NA20278	ieu-b-4813	Height	AFR	-19.3755	ASW	AFR
NA20281	NA20281	ieu-b-4813	Height	AFR	-786.896	ASW	AFR
NA20282	NA20282	ieu-b-4813	Height	AFR	-1146.05	ASW	AFR
NA20287	NA20287	ieu-b-4813	Height	AFR	-367.912	ASW	AFR
NA20289	NA20289	ieu-b-4813	Height	AFR	-1017.71	ASW	AFR
NA20291	NA20291	ieu-b-4813	Height	AFR	669.435	ASW	AFR
NA20294	NA20294	ieu-b-4813	Height	AFR	-120.309	ASW	AFR
NA20296	NA20296	ieu-b-4813	Height	AFR	145.057	ASW	AFR
NA20298	NA20298	ieu-b-4813	Height	AFR	620.462	ASW	AFR
NA20299	NA20299	ieu-b-4813	Height	AFR	-1466.78	ASW	AFR
NA20314	NA20314	ieu-b-4813	Height	AFR	-1085.62	ASW	AFR
NA20317	NA20317	ieu-b-4813	Height	AFR	-578.557	ASW	AFR
NA20318	NA20318	ieu-b-4813	Height	AFR	-558.701	ASW	AFR
NA20320	NA20320	ieu-b-4813	Height	AFR	123.64	ASW	AFR
NA20321	NA20321	ieu-b-4813	Height	AFR	-105.156	ASW	AFR
NA20332	NA20332	ieu-b-4813	Height	AFR	-1479.25	ASW	AFR
NA20334	NA20334	ieu-b-4813	Height	AFR	-160.614	ASW	AFR
NA20339	NA20339	ieu-b-4813	Height	AFR	-683.035	ASW	AFR
NA20340	NA20340	ieu-b-4813	Height	AFR	154.704	ASW	AFR
NA20342	NA20342	ieu-b-4813	Height	AFR	-375.09	ASW	AFR
NA20346	NA20346	ieu-b-4813	Height	AFR	1222.94	ASW	AFR
NA20348	NA20348	ieu-b-4813	Height	AFR	-35.8292	ASW	AFR
NA20351	NA20351	ieu-b-4813	Height	AFR	258.772	ASW	AFR
NA20355	NA20355	ieu-b-4813	Height	AFR	-304.878	ASW	AFR
NA20356	NA20356	ieu-b-4813	Height	AFR	-36.9966	ASW	AFR
NA20357	NA20357	ieu-b-4813	Height	AFR	464.923	ASW	AFR
NA20359	NA20359	ieu-b-4813	Height	AFR	-438.918	ASW	AFR
NA20362	NA20362	ieu-b-4813	Height	AFR	-570.771	ASW	AFR
NA20412	NA20412	ieu-b-4813	Height	AFR	-520.434	ASW	AFR
HG00551	HG00551	ieu-b-4813	Height	AMR	-669.454	PUR	AMR
HG00553	HG00553	ieu-b-4813	Height	AMR	-700.254	PUR	AMR
HG00554	HG00554	ieu-b-4813	Height	AMR	-883.988	PUR	AMR
HG00637	HG00637	ieu-b-4813	Height	AMR	-2000.67	PUR	AMR
HG00638	HG00638	ieu-b-4813	Height	AMR	-504.622	PUR	AMR
HG00640	HG00640	ieu-b-4813	Height	AMR	-2791.6	PUR	AMR
HG00641	HG00641	ieu-b-4813	Height	AMR	-1159.98	PUR	AMR
HG00731	HG00731	ieu-b-4813	Height	AMR	-539.31	PUR	AMR
HG00732	HG00732	ieu-b-4813	Height	AMR	-1723.65	PUR	AMR
HG00734	HG00734	ieu-b-4813	Height	AMR	-506.226	PUR	AMR
HG00736	HG00736	ieu-b-4813	Height	AMR	-823.371	PUR	AMR
HG00737	HG00737	ieu-b-4813	Height	AMR	-3102.97	PUR	AMR
HG00739	HG00739	ieu-b-4813	Height	AMR	-1768.78	PUR	AMR
HG00740	HG00740	ieu-b-4813	Height	AMR	-617.895	PUR	AMR
HG00742	HG00742	ieu-b-4813	Height	AMR	-2173.91	PUR	AMR
HG00743	HG00743	ieu-b-4813	Height	AMR	-1192.45	PUR	AMR
HG01047	HG01047	ieu-b-4813	Height	AMR	-2669.47	PUR	AMR
HG01048	HG01048	ieu-b-4813	Height	AMR	-1149.46	PUR	AMR
HG01049	HG01049	ieu-b-4813	Height	AMR	-700.384	PUR	AMR
HG01051	HG01051	ieu-b-4813	Height	AMR	-1920.03	PUR	AMR
HG01052	HG01052	ieu-b-4813	Height	AMR	-786.937	PUR	AMR
HG01054	HG01054	ieu-b-4813	Height	AMR	-1632.46	PUR	AMR
HG01055	HG01055	ieu-b-4813	Height	AMR	-1145.32	PUR	AMR
HG01058	HG01058	ieu-b-4813	Height	AMR	-2077.45	PUR	AMR
HG01060	HG01060	ieu-b-4813	Height	AMR	-1147.85	PUR	AMR
HG01061	HG01061	ieu-b-4813	Height	AMR	-907.937	PUR	AMR
HG01063	HG01063	ieu-b-4813	Height	AMR	-897.502	PUR	AMR
HG01064	HG01064	ieu-b-4813	Height	AMR	-469.923	PUR	AMR
HG01066	HG01066	ieu-b-4813	Height	AMR	-1235.71	PUR	AMR
HG01067	HG01067	ieu-b-4813	Height	AMR	-1462.98	PUR	AMR
HG01069	HG01069	ieu-b-4813	Height	AMR	-752.763	PUR	AMR
HG01070	HG01070	ieu-b-4813	Height	AMR	-555.987	PUR	AMR
HG01072	HG01072	ieu-b-4813	Height	AMR	-1109.28	PUR	AMR
HG01073	HG01073	ieu-b-4813	Height	AMR	-2019.5	PUR	AMR
HG01075	HG01075	ieu-b-4813	Height	AMR	-295.283	PUR	AMR
HG01077	HG01077	ieu-b-4813	Height	AMR	-1256.06	PUR	AMR
HG01079	HG01079	ieu-b-4813	Height	AMR	-1292.29	PUR	AMR
HG01080	HG01080	ieu-b-4813	Height	AMR	-1552.78	PUR	AMR
HG01082	HG01082	ieu-b-4813	Height	AMR	-1251.35	PUR	AMR
HG01083	HG01083	ieu-b-4813	Height	AMR	-1231.47	PUR	AMR
HG01085	HG01085	ieu-b-4813	Height	AMR	-2110.27	PUR	AMR
HG01086	HG01086	ieu-b-4813	Height	AMR	-1095.51	PUR	AMR
HG01088	HG01088	ieu-b-4813	Height	AMR	-592.449	PUR	AMR
HG01089	HG01089	ieu-b-4813	Height	AMR	-659.157	PUR	AMR
HG01092	HG01092	ieu-b-4813	Height	AMR	-2353.88	PUR	AMR
HG01094	HG01094	ieu-b-4813	Height	AMR	-490.95	PUR	AMR
HG01095	HG01095	ieu-b-4813	Height	AMR	-1778	PUR	AMR
HG01097	HG01097	ieu-b-4813	Height	AMR	-1279.32	PUR	AMR
HG01098	HG01098	ieu-b-4813	Height	AMR	-1941.75	PUR	AMR
HG01101	HG01101	ieu-b-4813	Height	AMR	-994.538	PUR	AMR
HG01102	HG01102	ieu-b-4813	Height	AMR	-1972.01	PUR	AMR
HG01104	HG01104	ieu-b-4813	Height	AMR	-1461.42	PUR	AMR
HG01105	HG01105	ieu-b-4813	Height	AMR	-2022.84	PUR	AMR
HG01107	HG01107	ieu-b-4813	Height	AMR	-1639.91	PUR	AMR
HG01108	HG01108	ieu-b-4813	Height	AMR	-1515	PUR	AMR
HG01110	HG01110	ieu-b-4813	Height	AMR	-1451.18	PUR	AMR
HG01111	HG01111	ieu-b-4813	Height	AMR	-1374.14	PUR	AMR
